Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
6746,"[1797, 3065]",264,56,"[0, 4, 3, 20, 6, 8, 5, 17, 16, 2]","[3610, 5287, 3149, 3478, 1851, 3243, 5395, 5634, 2875, 1407, 5498, 2130, 52]","[5287, 3149, 3478, 1851, 3243, 1407, 5395, 3610, 52]"
6747,"[2226, 2740, 1472, 933, 1047, 367, 1711, 1018, 266]",152,206,"[2, 1, 21, 20, 19, 22, 5, 3, 4, 17]","[3543, 2296, 6747, 5357, 5063, 5938, 3277, 6084, 4873, 6364, 1639, 1380, 2794, 5853, 1232, 351, 29, 3283, 3363]","[3543, 2296, 6747, 5063, 6084, 6364, 1639, 2794, 5853, 5357, 1232, 29, 5938, 3363]"
6748,"[572, 2290, 1649, 1926]",195,164,"[2, 0, 23, 1, 18, 5, 21, 20]","[3904, 4652, 6110, 6711, 946, 6909, 2121, 5796, 2597, 5029, 2341, 6385, 5174, 5173, 195, 6274, 532, 2639, 6133, 3804]","[3904, 4652, 2121, 6110, 2597, 5029, 6385, 6711, 2639, 3804]"
6749,"[1941, 1889, 2272, 429, 546, 1170, 2082, 763, 1935, 957, 108]",40,504,"[17, 23, 3, 18, 21, 1, 2, 22, 19]","[3119, 2225, 2100, 1685, 5980, 3895, 318, 504, 6347, 202, 808, 4473, 5513, 20, 761, 5282, 5385, 1905, 6187, 842, 2913, 1705, 4364, 4156, 6483, 5596, 4825]","[2225, 318, 6347, 2100, 202, 4473, 20, 5282, 1685, 6187, 842, 1705, 4156, 6483, 4825]"
6750,"[933, 1427, 907, 1257, 3174, 2135, 2235, 2826, 950, 99, 1143, 319, 2217, 683]",67,501,"[13, 2, 15, 16, 5, 22, 6, 17, 7, 18]","[842, 2639, 4822, 5985, 667, 6601, 3541, 1818, 70, 5237, 1917, 2330, 2554, 1032, 1772, 60]","[2639, 5985, 1818, 70, 5237, 667, 842, 4822, 1772, 60]"
6751,"[3072, 3170, 645, 1913, 1369, 179, 1451]",36,434,"[14, 0, 6, 2, 1, 8, 20, 5]","[2622, 4095, 1153, 3152, 5504, 561, 6651, 1714, 3817, 1127, 5127, 358, 2539, 5034, 1253, 312, 4879]","[1153, 5504, 6651, 1714, 1127, 358, 5034, 4095, 1253, 4879]"
6752,"[2637, 2106]",61,29,"[2, 16, 4, 19, 1, 3, 22, 6]","[6752, 3772, 3302, 4002, 2770, 3710, 3225, 727, 1745, 2126, 3704, 943, 5493, 4114, 1130, 2396]","[6752, 3772, 3225, 1745, 3302, 4002, 3704, 5493, 1130, 2770]"
6753,"[770, 2854, 1769, 1150, 693, 2159, 2130, 1486, 2790, 673, 1908, 2099, 3201, 2673, 2484, 2717, 1062, 2983, 1774, 250, 1522, 2332, 3144, 1453, 708, 2268, 3099, 449, 1090, 243, 2418, 122]",53,385,"[0, 1, 7, 17, 6, 5, 2, 21, 22, 16, 23, 4, 18, 15, 10, 3]","[5677, 5666, 2398, 4052, 1830, 1464, 4431, 1665, 1818, 2902, 6783, 4826, 337, 775, 182, 5334, 3542, 3316, 6496, 1530, 6901, 1623, 4264, 2930, 1920, 3338, 588, 529, 5042, 6196, 1242, 6745, 6585, 3379, 5913, 1287, 4806, 4822, 723, 5835, 1331]","[5677, 4431, 4052, 1464, 2902, 4826, 2398, 775, 5666, 182, 3316, 6901, 1623, 2930, 3338, 5042, 6783, 6585, 1818, 4806, 723, 1331]"
6754,[2870],104,213,"[22, 20, 18, 23, 19, 17, 13, 14, 15, 21, 16]","[4043, 6754, 462, 1083, 4616, 3818]","[4043, 6754, 462, 1083, 4616]"
6755,"[1722, 2235, 1150, 1808, 2016, 271, 528, 2273, 2824, 2130, 153, 2257, 445, 1233, 2718, 2905, 1170, 3096, 1019, 27, 1767, 546, 2861, 542, 1413, 904, 1506, 1370, 966, 2442, 1908, 1781, 808, 499, 1041, 1570, 2607, 975, 939, 1810, 283, 899, 1879, 2684, 881, 1932, 2546, 2367, 2468, 1780, 2290, 1293, 1906, 136, 3031, 840, 2106]",163,29,"[17, 3, 2, 6, 4, 23, 20, 1, 22, 21, 18, 7, 5, 9, 0, 19]","[4482, 6838, 6669, 835, 3264, 3621, 6076, 3067, 4239, 2558, 6200, 1201, 1309, 2051, 3036, 1919, 2268, 3833, 4513, 5232, 4717, 6373, 1443, 3340, 1370, 202, 1511, 5918, 5045, 4679, 5737, 1103, 5822, 3552, 3755, 2100, 5000, 3385, 871, 1183, 5559, 141, 4849, 1522, 1775, 5419, 5483, 1185, 184, 5491, 6673, 4114, 4275, 2273, 6870, 3015, 3742, 1144, 5277, 1026, 1902, 6448, 3886, 5025, 6120, 2675, 4181, 1527, 2593, 4634, 6138, 1000, 6361, 1460, 6127, 125, 6218, 348, 4015, 5336, 1899, 5548, 718, 3585, 6264, 5576, 2803, 664, 4864, 3123, 4442]","[4482, 835, 3621, 1201, 6076, 6669, 6838, 2051, 3036, 4239, 5232, 6200, 1370, 202, 5918, 4679, 1309, 1103, 3552, 3264, 5000, 871, 5559, 1775, 5483, 184, 6673, 4513, 6870, 3742, 1026, 4717, 3886, 6120, 1527, 4634, 6138, 1000, 6361, 3833, 6373, 125, 348, 5336, 718, 5576, 664, 4864, 3123, 4442, 1443]"
6756,"[2713, 1099, 3070, 1832, 466, 1001, 1315, 2542, 1138, 458, 1039, 767, 731, 2136]",157,326,"[19, 22, 23, 20, 18, 17, 2, 15, 16, 21]","[5619, 2744, 1050, 4021, 6756, 5486, 1610, 762, 2134, 4388, 127, 3855, 5749, 3504, 6407, 4572, 5816, 4402, 1516, 5150, 506, 2638, 4853, 761, 4427, 654, 3548, 5341, 4482, 730, 6675, 6456, 1448, 811, 5423, 5922, 1852, 5515, 3066]","[1050, 1610, 2134, 127, 5749, 3504, 4572, 4402, 5150, 2638, 761, 654, 3548, 4482, 5619, 6675, 4021, 811, 5922, 5515, 6756]"
6757,"[2736, 1721, 1738, 3127, 359, 1853, 2759, 1876, 334]",215,481,"[3, 21, 4, 19, 1, 2]","[5047, 4307, 6697, 6600, 206, 207, 1042, 1112, 5495, 4423, 652, 836, 1250, 452, 536, 6798, 3684, 2582]","[5047, 4307, 6600, 207, 652, 452, 6798, 2582]"
6758,"[907, 376, 2056, 1929, 1105, 1360, 2123, 775, 1880, 2542, 3100, 2846, 1463, 84, 1634, 2026]",6,35,"[19, 17, 18, 20, 21, 16, 0]","[3910, 5249, 3506, 2123, 4767, 56, 522, 2708, 4293, 6289, 933, 5327, 3277, 5410, 3303, 5054, 2951, 1334, 3567, 94, 3595, 3558, 606, 5712, 3223, 6904, 2284, 6025, 6386, 1020, 4051, 6680, 842, 6225, 4666, 6214, 6827, 2348, 4811, 129, 2740, 5891, 3182, 3484, 5361, 2372, 3799, 2568, 3138, 1983, 514, 3348]","[3910, 3506, 522, 4293, 933, 3277, 3303, 2951, 3567, 5249, 3558, 606, 2123, 5712, 6904, 6386, 4051, 6827, 4811, 2740, 3182, 3484, 4767, 2372, 2568, 1983, 3348]"
6759,"[83, 1104, 1160, 346, 2841, 1255, 137, 1924, 2419, 3199, 2428, 1261, 386, 1029, 2049, 548, 546, 1990, 700, 1427]",254,29,"[7, 3, 5, 2, 11, 20, 4, 1, 23, 6]","[3697, 6020, 1308, 1430, 6597, 2195, 1735, 4939, 103, 1915, 5293, 4205, 23, 1169, 1092, 1498, 2736, 1585, 5492, 1963, 6896, 1481, 5675, 470, 5634, 6431, 3830, 80, 4482, 4006, 844, 4402, 1970, 2605, 330, 3996, 4583, 3187, 5163, 5164, 3516, 1930, 5905]","[6020, 103, 3697, 23, 1169, 1092, 1308, 2736, 6597, 1963, 5675, 470, 6431, 1735, 4939, 4482, 844, 1970, 2605, 3996, 3187, 5164, 2195, 5905]"
6760,"[1502, 2576, 3170, 3042, 1901, 2621, 324, 3106, 2626, 1540, 2166, 3030, 2492]",208,275,"[19, 22, 21, 4, 5, 10, 20, 1, 23, 0]","[6799, 712, 4623, 2791, 1741, 6797, 3075, 4690, 2081, 257, 5733, 5604, 6083, 4879]","[712, 6799, 4623, 4690, 257, 5604, 2791, 4879]"
6761,[1662],284,107,"[2, 1, 3, 20, 19, 22]","[5840, 6761]","[5840, 6761]"
6762,"[2486, 357, 2858, 1176, 275, 1218, 1287, 1178, 2843, 1483, 875, 1640, 546, 2114, 859]",10,399,"[21, 18, 20, 1, 5, 0, 2, 23, 19, 6, 3, 4, 22]","[6300, 810, 3597, 6658, 4151, 4609, 6618, 6727, 3579, 3127, 5291, 6621, 6406, 920, 4351, 5894, 1236, 311, 1431, 4432, 2639, 5796, 2552, 5943, 2189, 3794, 2858, 3442, 6557, 4077, 1446, 6085, 3706, 3368, 6517, 3240, 4426, 2721, 3091, 4141, 697, 2690, 4271]","[6300, 6658, 4609, 5291, 6621, 311, 6618, 6727, 1431, 4432, 5796, 5943, 2189, 3127, 810, 2858, 6557, 1446, 4151, 3579, 4426, 5894, 1236, 4351, 3091, 697, 4271]"
6763,"[2267, 716, 1135, 2453, 2861, 2401, 2787, 2727, 244]",227,504,"[23, 18, 1, 0, 17, 2, 16, 22, 19, 20, 21, 15]","[5851, 6763, 4186, 564, 1032, 3638, 3896, 6791, 4275, 4729, 235, 4681, 2639, 4265, 4357, 1788, 3058, 735, 610, 3430, 6487, 797, 6582, 4530, 6694, 808, 6076, 401, 360, 3228, 573, 6807, 2593, 6520, 1683, 691, 1828, 5263, 1912, 3119]","[5851, 3896, 6763, 6791, 1032, 4186, 4275, 2639, 3638, 4265, 1788, 735, 3430, 797, 6582, 6694, 4729, 235, 360, 573, 2593, 6520, 1828, 5263, 3119]"
6764,"[83, 2336, 1862, 2235, 1226, 2167, 2197, 1532, 2038, 2178, 445, 3118, 158, 466, 1301, 392, 2806, 2494, 3109, 119, 3123, 975, 1100, 1147, 2476, 3228, 2036, 164, 1170, 356, 1989, 2014, 1815, 1264, 2568, 909, 3102, 2653, 745, 1879, 1111, 98, 402, 2151, 1415, 3041, 150, 1725]",38,29,"[20, 22, 21, 19, 23, 0, 4, 2, 15, 18, 1, 16, 17, 14, 3]","[5619, 6184, 5508, 4205, 385, 4970, 6896, 2038, 4997, 5855, 6381, 3660, 5255, 2984, 1092, 6492, 5360, 6476, 2939, 3265, 2594, 2887, 956, 3361, 2437, 6063, 842, 552, 5485, 1533, 6187, 3040, 1335, 3159, 3274, 4630, 1634, 6891, 2164, 4369, 4415, 1995, 3093, 813, 4873, 3259, 1336, 4765, 4349, 6322, 2703, 2346, 3865, 5300, 4206, 5420, 5850, 4368, 902, 1308, 1866, 6166, 703, 1420, 6744, 6277, 6289, 1735, 2745, 2449, 5709, 3275, 4239, 5935, 3779, 1780, 2234, 6410, 4146, 4862, 2584, 6007, 4840, 4455, 624, 6153, 2165, 5290, 3664, 4824, 904, 3156, 1022, 6384, 5415, 1461, 6777, 1930, 5505, 4849, 1175, 4648, 3849, 4743, 423]","[5619, 6184, 4997, 6381, 3660, 2984, 6492, 6476, 3265, 385, 956, 2437, 842, 5485, 6187, 3040, 1335, 2038, 4630, 6891, 2164, 5855, 4415, 3093, 4873, 3259, 6322, 2346, 5300, 5420, 4368, 1308, 4205, 703, 6744, 6289, 2745, 5709, 4239, 3779, 6410, 4146, 4862, 6007, 4455, 6153, 6896, 3664, 904, 3156, 6384, 5415, 6777, 1175, 3849, 423]"
6765,"[1884, 210, 567, 935]",7,454,"[4, 7, 5, 8, 6, 18, 3]","[2767, 2994, 1622, 6217, 987, 2680, 3782, 3981, 3983, 5027, 1193, 2315, 4178, 3646, 5457, 2264, 3300, 1246, 4227, 6031, 2896, 3261, 2452, 565, 1178, 2790, 3418, 3756, 121]","[2994, 2767, 6217, 3981, 5027, 987, 2680, 3646, 4227, 6031, 3261, 565, 1178, 3418, 121]"
6766,"[855, 3168, 1050, 2841, 888, 1815]",164,94,"[15, 16, 11, 1, 0, 20]","[622, 551, 2511, 3691, 4050, 4388, 4114, 4956, 93, 6501, 1905, 3066, 3157, 4697, 5980, 4255]","[3691, 4388, 2511, 4114, 93, 551, 4050, 1905, 3157, 5980]"
6767,"[1402, 2635, 2598, 44, 930, 1860]",194,29,"[22, 21, 12, 19, 6, 5, 1, 3]","[1962, 1162, 680, 2350, 2387, 228, 5852, 3661, 5761, 3906, 5468, 4275, 2134, 3837, 3833, 3393, 1759, 1898]","[1962, 2350, 3661, 1162, 3906, 4275, 3837, 3393, 1898]"
6768,"[296, 1815, 2325, 2802, 2285, 3038, 1544, 1747, 1947, 1349, 1929, 1645, 3121, 95, 2422, 2924, 1261, 2073, 1244, 1652, 2520, 1962, 3112, 3169]",192,506,"[2, 20, 5, 19, 17, 18, 15, 3, 1, 0, 4, 16, 21]","[1778, 5653, 852, 5268, 2977, 5742, 6768, 1639, 1163, 4287, 1137, 1667, 6692, 2958, 4960, 6673, 4873, 2294, 4971, 5267, 2570, 3775, 5228, 56, 3093, 6479, 129, 6876, 6095, 3320, 6187, 500, 3275, 3963, 3947, 5421, 690, 2151, 2023, 6849, 2496, 1099, 4716, 6331, 3844, 3647, 3964, 5280, 2343, 5297, 6201, 4394, 842, 5575]","[1778, 5653, 5742, 4287, 1667, 2958, 6673, 4873, 4971, 2570, 5228, 5268, 56, 6479, 6876, 3320, 2977, 500, 3963, 5421, 2151, 6849, 1099, 6331, 3647, 3964, 2343, 6768, 1639, 6201, 5575]"
6769,"[180, 2901, 1201, 2598]",62,157,"[2, 23, 16, 21, 18, 1, 17, 20, 19, 22]","[2667, 6769, 3775, 1231, 973, 690, 1778, 1407, 4982, 5020, 5740, 6571, 2958, 2951, 4498, 3093]","[2667, 6769, 3775, 1231, 690, 4982, 5740, 973, 6571, 2951, 3093]"
6770,"[2178, 1135, 356, 888, 11, 406]",155,541,"[4, 2, 20, 21, 5, 23, 0, 3]","[3361, 3843, 4218, 5478, 510, 5939, 1868, 3855, 1321, 1114, 4318, 1093, 4050, 6302, 6692, 1918, 330, 6623, 3616, 842, 4250, 5816, 1736]","[3361, 4218, 5939, 1321, 1114, 4318, 4050, 5478, 3843, 6623, 842, 4250, 1736]"
6771,"[2954, 3052]",62,119,"[1, 22, 17, 16, 18, 0, 21, 23]","[6771, 176, 2130, 4507, 5031, 5267, 3685, 6064, 2074]","[6771, 4507, 176, 5267, 6064, 2074]"
6772,"[933, 1887, 2662, 64, 1987, 135]",62,46,"[17, 20, 18, 21, 22, 14, 0, 3, 23, 4, 19, 2, 1, 5, 15]","[6772, 5116, 2169, 6289, 4873, 6156, 690, 1693, 1245, 1387, 2201, 928, 3487, 210, 973, 328, 3958, 842, 1128, 4239, 2019, 573, 4523, 4947, 10, 6614, 1305, 1804, 975, 1625, 2778, 2954, 1684, 5551]","[6772, 5116, 2169, 4873, 928, 210, 973, 6156, 328, 690, 1693, 1245, 1128, 6289, 573, 4947, 6614, 1804, 1625, 2954, 1387, 5551]"
6773,"[578, 1521, 1599, 1026, 2331, 214, 1351, 2780, 1782, 3157]",289,275,"[5, 20, 6, 22, 23, 0, 7, 21, 3, 1]","[4953, 4623, 3075, 6773, 2424, 5244, 5416, 1647, 5700, 5309, 6852, 6029, 627, 641, 4814, 31, 1944, 579, 163, 2634, 5649, 774, 5496, 5121, 3470, 3445, 4550, 1403]","[4953, 5416, 5700, 6852, 627, 4814, 1944, 163, 3075, 6773, 5649, 3445, 1403]"
6774,"[1599, 1346, 671, 1087, 526, 884, 3139, 17, 1021, 135]",195,187,"[2, 9, 20, 11, 23, 19, 6, 18, 0]","[3188, 5752, 5023, 4431, 3748, 1639, 6243, 5781, 5136, 2868, 2622, 3026, 2306]","[5752, 4431, 1639, 6243, 3188, 2622, 3026]"
6775,"[2293, 1863, 1687, 1330, 2056, 1979, 249, 1304, 1547, 104, 556]",196,335,"[20, 21, 19, 6, 3, 5, 2, 4, 23]","[6328, 5916, 894, 1417, 2717, 3723, 145, 4497, 3933, 604, 5294, 2984, 5731, 4479, 4356, 6082, 6630, 3263, 3699, 6593, 1087, 5183, 6583, 2526]","[6328, 2717, 145, 4497, 604, 5294, 5731, 4356, 6630, 3699, 1087, 6583, 5916]"
6776,"[2277, 2553, 1292, 2852, 1247, 53, 114, 2414, 2309, 1308, 1225, 3171, 1589, 1391, 1227, 2608, 133, 1697, 3137, 1575, 1810, 3176, 1107, 187, 914, 179, 2290, 1931, 1202, 80, 1704, 3022, 1342, 1910, 919, 1052, 1219]",209,289,"[0, 1, 22, 23, 21, 19, 2, 15, 16, 3, 18, 20]","[4380, 1465, 4907, 6776, 1654, 2144, 2668, 3076, 1246, 807, 5497, 3434, 6089, 4018, 1996, 5544, 3653, 5154, 5115, 5681, 2286, 5133, 6633, 2525, 5015, 3377, 24, 6872, 6168, 2007, 779, 3181, 4426, 1959, 6843, 6496, 5376, 4216, 3481, 4489, 6051, 6522, 3582, 5173, 2171, 5584, 3140, 6888, 3269, 4295, 2242, 2695, 908, 1948, 3731, 4652, 5224, 1394, 444, 1521, 4694, 6660, 2397, 1909, 6621, 2672, 4197, 2557, 1940]","[4380, 4907, 1654, 2144, 1465, 6776, 5154, 5681, 5133, 2525, 2668, 6872, 2007, 779, 807, 1959, 5497, 6496, 4216, 6051, 3434, 6522, 3582, 2171, 3140, 6888, 4295, 2695, 1948, 3731, 5224, 6089, 444, 4694, 3076, 2672, 1940]"
6777,"[1197, 2235, 271, 330, 1170, 2453, 259, 2048, 429, 205, 528, 300, 445, 546, 1050, 2842, 1924, 3210, 3124, 3031, 975, 1665, 3109, 454, 537, 1507, 1939, 949, 3168, 2428, 170]",260,29,"[20, 22, 3, 1, 0, 4, 23, 19, 18, 21, 2, 16, 17]","[4679, 2694, 3744, 4506, 3483, 1480, 4114, 5150, 243, 5996, 20, 2703, 6381, 1150, 6147, 3966, 5441, 6344, 1196, 2233, 755, 3312, 1711, 6184, 2654, 4171, 6380, 2974, 3490, 5191, 2493, 833, 3694, 3040, 348, 1010, 5587, 1600, 272, 1834, 2237, 2100, 5125, 1516, 1744, 1012, 684, 621, 2295, 2936, 2361, 156, 2574, 1865, 1389, 1554, 330, 524, 2046, 4583, 4572, 5341, 803, 411, 4284, 2556, 2445, 4031, 6206, 190, 4313, 4208, 2033, 4146, 842, 865, 4266, 4387, 1205, 4461, 4477, 1349, 5265, 6764, 5749, 2029, 813, 3466, 3334, 3832, 1539]","[3744, 2694, 4506, 3966, 2233, 3312, 6184, 4171, 4679, 2974, 5150, 5191, 2493, 3694, 348, 5587, 3483, 1834, 2100, 1516, 20, 684, 621, 2936, 2361, 6381, 156, 2574, 1865, 1554, 524, 2046, 4583, 5341, 411, 2556, 4031, 4313, 4146, 842, 5996, 4266, 1205, 4477, 243, 6147, 5265, 5749, 6344, 813, 3832, 1539]"
6778,"[1941, 1920, 2219, 2442]",62,29,"[5, 16, 15, 18, 14, 20, 19, 22, 21]","[6778, 3725, 388, 4637, 4981, 1879, 2734, 2933, 2084, 1914, 451]","[6778, 3725, 388, 2933, 451, 4637, 4981, 1879]"
6779,"[907, 2267, 2188, 415, 423, 2451, 1214, 1486, 2123, 963, 1039, 1621, 2342, 1099, 2630, 738, 1364, 1687, 2633, 376, 1806, 3008, 44, 1131, 1262, 2804, 1455, 1484, 2423, 147, 356, 899, 237, 3217, 1653, 834, 2416, 1810, 1893, 1313, 532, 1540, 889, 2568, 808, 724, 1377, 2072, 1617, 1446, 562, 2936, 1820, 2482, 2023, 1006, 2808, 2079, 810, 1844, 1398, 1329, 2039, 1388, 1932, 2340, 1842, 2729, 438, 2473, 2177, 2357]",150,541,"[0, 1, 20, 23, 19, 2, 22, 17, 18, 21, 16, 3, 14]","[4103, 6492, 2222, 2754, 3563, 1795, 3156, 869, 3369, 2347, 5614, 5782, 3157, 3361, 6069, 5627, 3340, 3960, 2374, 4834, 368, 1321, 2516, 2079, 4465, 6307, 214, 672, 4998, 4717, 1016, 3958, 4088, 564, 3218, 5655, 3388, 164, 813, 2980, 3217, 5732, 1222, 4284, 1475, 2568, 2383, 4382, 4900, 2493, 506, 6451, 679, 2566, 937, 429, 2780, 1691, 843, 992, 259, 4030, 3673, 3697, 4919, 842, 1985, 3512, 6068, 5415, 4553, 1923, 852, 265, 3096, 109, 2387, 4882, 3259, 4002, 4239, 4530, 5004, 5505, 1089, 3990, 5630, 3669, 2065, 1813, 1252, 355]","[4103, 6492, 2754, 3563, 2222, 1795, 3156, 5782, 5627, 2516, 869, 6307, 214, 4998, 3958, 564, 5655, 164, 813, 3217, 3960, 2568, 4900, 506, 6451, 4834, 2566, 937, 2780, 1691, 992, 259, 6069, 3673, 3697, 4919, 1985, 5415, 1321, 1923, 852, 3096, 109, 3259, 4239, 5004, 3369, 1089, 5630, 3669, 355]"
6780,[1078],42,317,"[19, 18, 20, 2, 23, 0, 15, 17, 3, 22]","[3033, 4118, 1245, 2404, 247, 4040, 4554, 2943, 5059, 5120, 3138, 3283, 1070, 3096, 3560]","[4118, 3033, 1245, 2404, 247, 4040, 2943, 5059, 5120, 3138, 3283, 1070, 3096, 3560]"
6781,"[2031, 2592]",204,112,"[18, 21, 1, 19]","[2409, 1546, 6889, 752, 842, 1773, 695, 3994, 6648]","[6889, 2409, 752, 1546, 1773, 6648]"
6782,"[1019, 1135, 356, 2161, 1244]",172,541,"[14, 4, 13, 2, 21, 23]","[6858, 6536, 3943, 6050, 6910, 3361, 2752, 1870, 3275, 2441, 3252, 6495, 4733, 4834]","[6858, 3943, 6050, 3361, 1870, 3275, 2441, 4834]"
6783,"[770, 1769, 1150, 286, 2159, 2710, 2567, 2056, 2736, 2790, 1266, 578, 1317, 1771, 913, 2099, 435, 1568, 1640, 3028, 1062, 1106, 355, 2552, 1522, 2884, 1912, 1819, 3068, 59, 540, 1726, 1274, 950, 1342, 30, 2418]",26,385,"[21, 10, 6, 7, 16, 1, 4, 9, 5, 2, 3, 23, 20, 0, 17, 22, 18]","[3379, 801, 4826, 6783, 4964, 1830, 2855, 775, 2902, 4109, 4484, 1761, 1818, 45, 6818, 4423, 6753, 1242, 3016, 4052, 5023, 964, 5677, 5590, 1464, 1181, 4517, 337, 2398, 1315, 216, 2211, 4886, 6465, 6874, 847, 659, 6905, 4328, 5766, 4528, 4503, 4280, 5628, 5666, 5112, 4297, 6426, 262, 1854, 936, 1331, 6745, 1337, 5042, 2582, 3599, 529, 615, 1459]","[4964, 2855, 6783, 1830, 775, 2902, 4052, 801, 964, 5677, 3379, 4517, 337, 4484, 45, 6753, 1242, 2211, 6874, 659, 6905, 4328, 5023, 4109, 5766, 4280, 6818, 5666, 5112, 6426, 262, 936, 1331, 6745, 1337, 5042, 1761, 529, 1459]"
6784,"[2025, 2235, 438, 982, 429, 1135, 546, 3168, 1621, 2413, 2936]",50,29,"[1, 4, 21, 22, 2, 23, 20, 5, 18]","[559, 4681, 3491, 2643, 691, 661, 4568, 4478, 79, 389, 29, 3531, 1865, 3500, 6727, 5040, 4181, 772, 5293, 1517, 4659]","[559, 2643, 661, 4478, 389, 29, 1865, 6727, 4181, 5293, 4659]"
6785,"[376, 2130, 442, 907, 1760, 1991, 1275, 2175, 758, 3027, 948, 2210, 763, 690, 1447, 3012, 2252, 257, 1146, 3141, 1017, 143, 343, 1003, 1747, 927]",228,384,"[4, 2, 19, 16, 1, 8, 17, 21, 18, 23, 20, 7, 0, 3, 22, 15, 14, 5]","[3488, 6785, 973, 2939, 1175, 2817, 6289, 3517, 4270, 6685, 3041, 1349, 5660, 6226, 556, 6469, 6876, 1834, 4027, 5712, 5965, 6869, 414, 5517, 1965, 4030, 5754, 4369, 3844, 6408, 5739, 3530, 4887, 2209, 44, 994, 5249, 282, 2864, 3096, 1890, 6673, 6715, 1684, 4865, 1163, 4311, 6401, 3265, 5056, 3625, 3763, 1128, 6871, 852, 1839, 842, 6906, 323, 1290, 995, 502, 4523, 4939, 1130, 5874, 5890, 2135, 693, 5742, 496, 3947]","[3488, 6785, 2939, 973, 2817, 6289, 1349, 6876, 4270, 4027, 5965, 414, 3041, 1965, 1175, 3844, 4887, 2209, 5249, 1890, 6715, 1684, 1163, 4311, 3265, 5056, 3625, 3763, 1128, 852, 842, 323, 995, 4523, 1130, 5890, 2135, 496, 5660]"
6786,"[2866, 2671, 530, 31, 636, 3211, 2273, 1019, 1370, 1438, 1507, 1605, 150, 1758]",243,18,"[5, 4, 22, 0, 21, 2, 20, 18, 3, 23]","[1805, 4863, 6730, 203, 3115, 3833, 4572, 3986, 6319, 2102, 445, 6806, 4796, 1121, 5401, 1826, 2694, 5053, 4025, 1471, 1295, 1750, 6535, 1383, 3790, 3868, 6862, 6892, 6127]","[3115, 4572, 4863, 6319, 445, 1805, 1121, 2694, 4025, 1295, 3833, 6535, 3790, 6862, 6730, 6127]"
6787,"[1521, 1524, 178, 3096, 2239, 344, 2268]",209,320,"[19, 2, 3, 0, 1, 16, 20]","[5726, 4164, 1118, 4252, 3510, 244, 1288, 579, 5643, 4142, 3322, 6882, 1260, 6709, 6220, 1651, 3502]","[5726, 4164, 3510, 1118, 1288, 5643, 1260, 6220, 3502]"
6788,"[2272, 890, 1135, 44, 1674, 2725, 647, 2582]",230,29,"[3, 17, 5, 18, 4, 14, 15, 20, 23, 13, 12, 16, 21, 19, 2]","[6788, 6201, 2745, 4482, 1032, 4825, 1150, 4831, 621, 4976, 6270, 797, 4239, 842, 4997, 4572, 4427, 4245, 2836, 5228, 970, 5614, 5740, 2714, 5845, 2813, 6361, 6358, 4653, 2980, 4662, 4115, 6829, 4817, 5007, 3483, 490, 3763, 1733, 4620, 243, 1553, 4428, 813, 4114, 762, 5028, 609]","[6788, 6201, 1150, 2745, 1032, 2836, 5228, 5614, 4831, 2714, 5845, 621, 6358, 4653, 4976, 4662, 797, 4239, 842, 4997, 4482, 5007, 4572, 4427, 4245, 3763, 4620, 4428, 4114, 5028, 609]"
6789,"[1135, 937, 2453, 2598, 2443, 1271, 1248, 2532, 2095, 1249, 2804, 2261, 888, 1050, 816, 108, 523, 1130, 2361, 208, 2255, 1646, 2503, 1600]",104,29,"[0, 1, 19, 20, 21, 17, 23, 16, 3, 15, 14, 22]","[4681, 1914, 5701, 2187, 4924, 4568, 4683, 3013, 4550, 6487, 5986, 42, 1148, 1910, 5935, 1168, 6018, 3155, 6289, 6003, 3249, 2914, 2477, 856, 1353, 842, 3211, 388, 755, 190, 4706, 735, 4275, 1524, 1412, 4561, 1879, 4068, 1151, 1913, 5707, 1039, 970, 4626, 1000]","[4681, 1914, 3013, 5701, 6487, 42, 1148, 1910, 1168, 3155, 6003, 2914, 856, 842, 2187, 388, 190, 735, 4275, 1412, 1879, 1151, 1913, 1039, 4626, 4568, 4683]"
6790,"[1810, 1078, 1017]",143,335,"[23, 3, 17, 19, 22, 20, 21, 5, 1]","[2404, 3803, 5120, 6790, 274, 2864, 1245, 2943, 5354, 1252, 1883, 5234, 3845, 1601, 6337, 3532, 3033]","[2404, 5120, 3803, 2864, 2943, 1252, 6790, 3845, 1601, 3532, 3033]"
