Uid,Pid,Catname,Region,Time
92,1869,153,48,2012-12-11 22:22
269,2281,134,56,2012-12-11 22:26
62,223,5,52,2012-12-11 22:28
82,689,5,52,2012-12-11 22:31
612,647,135,43,2012-12-11 22:54
92,2044,5,48,2012-12-11 23:03
278,2403,30,28,2012-12-11 23:24
467,1035,135,9,2012-12-11 23:42
204,1279,113,54,2012-12-12 00:07
204,1760,110,54,2012-12-12 00:11
104,2524,5,23,2012-12-12 00:25
597,1231,5,17,2012-12-12 00:44
10,810,122,74,2012-12-12 00:47
10,1201,162,74,2012-12-12 00:49
10,1965,93,74,2012-12-12 00:52
186,2058,171,83,2012-12-12 00:54
10,801,135,74,2012-12-12 01:31
10,2123,110,74,2012-12-12 01:35
92,2739,156,48,2012-12-12 08:57
598,2101,174,84,2012-12-12 09:01
346,325,5,86,2012-12-12 09:11
281,1303,94,84,2012-12-12 09:24
32,1486,79,84,2012-12-12 11:59
403,373,32,63,2012-12-12 12:18
403,404,20,63,2012-12-12 12:19
204,2689,20,48,2012-12-12 12:46
204,2680,5,48,2012-12-12 12:47
204,2601,110,48,2012-12-12 12:48
204,2158,162,48,2012-12-12 12:49
204,2448,113,48,2012-12-12 12:50
204,2303,156,48,2012-12-12 12:52
32,1211,115,84,2012-12-12 12:52
82,689,5,52,2012-12-12 12:58
43,1631,135,84,2012-12-12 13:10
98,436,43,81,2012-12-12 13:13
424,2283,5,37,2012-12-12 13:15
204,504,156,17,2012-12-12 13:33
727,811,127,84,2012-12-12 13:33
204,1803,171,17,2012-12-12 13:33
43,1282,142,86,2012-12-12 13:40
10,1476,63,74,2012-12-12 13:44
43,662,94,84,2012-12-12 14:00
75,1871,54,81,2012-12-12 14:28
204,2169,54,17,2012-12-12 14:30
467,2155,5,9,2012-12-12 15:20
75,1582,156,84,2012-12-12 15:35
130,1844,113,33,2012-12-12 16:17
788,449,156,86,2012-12-12 16:53
32,2302,5,86,2012-12-12 17:03
168,2261,171,9,2012-12-12 17:15
168,190,170,18,2012-12-12 17:15
509,1591,110,48,2012-12-12 17:26
215,350,11,84,2012-12-12 17:37
714,795,5,69,2012-12-12 17:53
555,101,174,38,2012-12-12 17:54
79,811,127,84,2012-12-12 17:54
727,2390,135,86,2012-12-12 17:59
215,2160,5,84,2012-12-12 18:22
75,661,65,84,2012-12-12 18:32
346,1819,5,86,2012-12-12 18:59
75,2776,174,84,2012-12-12 19:08
729,2340,99,38,2012-12-12 19:15
58,658,72,84,2012-12-12 19:15
757,1881,154,80,2012-12-12 19:32
215,2160,5,84,2012-12-12 19:32
757,954,171,80,2012-12-12 19:34
597,811,127,84,2012-12-12 19:46
204,1281,15,17,2012-12-12 20:08
204,2582,72,17,2012-12-12 20:11
204,2151,127,54,2012-12-12 20:24
32,2302,5,86,2012-12-12 20:46
428,2364,5,65,2012-12-12 20:47
62,223,5,52,2012-12-12 21:02
92,2044,5,48,2012-12-12 21:30
242,1159,135,84,2012-12-12 21:35
242,811,127,84,2012-12-12 21:35
131,634,5,67,2012-12-12 21:38
269,2281,134,56,2012-12-12 21:40
57,334,54,45,2012-12-12 21:49
57,462,132,45,2012-12-12 22:15
199,1452,88,62,2012-12-12 22:33
199,2773,5,62,2012-12-12 22:33
550,811,127,84,2012-12-12 22:37
509,1221,5,48,2012-12-12 22:38
142,2562,5,19,2012-12-12 23:11
712,2065,174,37,2012-12-12 23:21
186,658,72,84,2012-12-12 23:41
186,1207,72,83,2012-12-12 23:59
204,2741,110,54,2012-12-13 00:00
204,1279,113,54,2012-12-13 00:05
729,2196,114,38,2012-12-13 00:15
204,2706,113,54,2012-12-13 00:17
424,539,115,37,2012-12-13 00:44
186,2058,171,83,2012-12-13 00:54
598,775,112,84,2012-12-13 00:58
598,2101,174,84,2012-12-13 01:02
424,2283,5,37,2012-12-13 01:52
597,1231,5,17,2012-12-13 02:18
729,2522,94,84,2012-12-13 02:30
10,810,122,74,2012-12-13 02:54
10,1674,153,74,2012-12-13 02:54
10,1965,93,74,2012-12-13 02:58
10,1874,63,74,2012-12-13 03:13
10,801,135,74,2012-12-13 03:24
757,954,171,80,2012-12-13 03:39
757,1881,154,80,2012-12-13 03:40
757,272,174,80,2012-12-13 03:40
757,926,153,80,2012-12-13 03:42
757,1876,171,80,2012-12-13 03:46
757,1712,5,80,2012-12-13 05:42
308,1521,162,43,2012-12-13 05:53
403,1179,20,63,2012-12-13 06:19
727,675,5,25,2012-12-13 06:56
727,770,156,25,2012-12-13 06:57
788,449,156,86,2012-12-13 07:08
159,2455,54,38,2012-12-13 07:10
525,1380,5,43,2012-12-13 07:18
490,2372,5,78,2012-12-13 07:27
104,415,54,23,2012-12-13 07:30
168,2261,171,9,2012-12-13 07:36
550,70,54,17,2012-12-13 07:40
612,647,135,43,2012-12-13 07:57
32,1211,115,84,2012-12-13 07:58
217,1904,72,17,2012-12-13 07:59
509,892,171,41,2012-12-13 08:02
79,1622,174,84,2012-12-13 08:09
160,2122,87,3,2012-12-13 08:19
217,1239,54,17,2012-12-13 08:19
785,401,81,38,2012-12-13 08:27
215,1578,5,84,2012-12-13 08:29
104,643,163,23,2012-12-13 08:56
281,1303,94,84,2012-12-13 09:49
714,2712,88,56,2012-12-13 10:12
10,1476,63,74,2012-12-13 10:30
199,1452,88,62,2012-12-13 10:48
92,2739,156,48,2012-12-13 10:54
424,1903,115,37,2012-12-13 11:00
104,200,39,23,2012-12-13 11:11
278,937,35,18,2012-12-13 11:14
204,632,5,48,2012-12-13 11:18
729,1670,132,45,2012-12-13 11:30
424,539,115,37,2012-12-13 11:33
32,1486,79,84,2012-12-13 12:09
34,1212,9,28,2012-12-13 12:14
92,847,171,84,2012-12-13 12:39
92,2546,103,84,2012-12-13 12:39
204,2448,113,48,2012-12-13 12:42
204,2303,156,48,2012-12-13 12:43
92,949,170,84,2012-12-13 12:46
43,626,55,84,2012-12-13 13:00
426,2662,48,84,2012-12-13 13:08
43,1631,135,84,2012-12-13 13:10
32,1211,115,84,2012-12-13 13:15
204,1477,174,17,2012-12-13 13:20
43,446,122,38,2012-12-13 13:30
525,1380,5,43,2012-12-13 13:30
43,1282,142,86,2012-12-13 13:40
345,2064,172,38,2012-12-13 13:40
712,2577,55,84,2012-12-13 13:42
56,1367,5,41,2012-12-13 14:09
729,356,34,38,2012-12-13 14:15
346,325,5,86,2012-12-13 14:41
359,113,67,41,2012-12-14 06:33
30,509,106,51,2012-12-14 06:36
75,1871,54,81,2012-12-14 06:54
159,2455,54,38,2012-12-14 07:13
785,1870,153,5,2012-12-14 07:22
727,770,156,25,2012-12-14 07:32
788,2347,11,17,2012-12-14 07:37
788,2146,54,17,2012-12-14 07:37
34,1930,122,67,2012-12-14 07:38
98,436,43,81,2012-12-14 07:44
104,415,54,23,2012-12-14 07:49
79,1622,174,84,2012-12-14 07:59
79,262,127,84,2012-12-14 07:59
32,1211,115,84,2012-12-14 08:10
160,2122,87,3,2012-12-14 08:17
525,1802,13,43,2012-12-14 08:32
525,1380,5,43,2012-12-14 08:36
785,1315,153,84,2012-12-14 08:41
550,1596,87,17,2012-12-14 09:02
550,70,54,17,2012-12-14 09:03
555,101,174,38,2012-12-14 09:05
217,1239,54,17,2012-12-14 09:15
34,1212,9,28,2012-12-14 09:23
729,2522,94,84,2012-12-14 09:30
32,1211,115,84,2012-12-14 10:00
783,890,5,54,2012-12-14 10:28
10,1476,63,74,2012-12-14 11:10
10,1968,110,74,2012-12-14 11:11
10,1189,137,74,2012-12-14 11:11
104,200,39,23,2012-12-14 11:41
92,2739,156,48,2012-12-14 11:41
32,1486,79,84,2012-12-14 12:07
92,2546,103,84,2012-12-14 12:30
92,160,153,84,2012-12-14 12:30
92,949,170,84,2012-12-14 12:42
204,2689,20,48,2012-12-14 12:56
204,2680,5,48,2012-12-14 12:58
204,2158,162,48,2012-12-14 12:59
204,2448,113,48,2012-12-14 12:59
43,626,55,84,2012-12-14 13:00
204,2303,156,48,2012-12-14 13:00
32,1211,115,84,2012-12-14 13:08
204,504,156,17,2012-12-14 13:29
204,1803,171,17,2012-12-14 13:29
43,446,122,38,2012-12-14 13:30
204,1477,174,17,2012-12-14 13:30
24,1191,156,34,2012-12-14 14:23
712,2460,72,84,2012-12-14 14:24
509,2460,72,84,2012-12-14 14:54
32,979,17,84,2012-12-14 15:02
92,949,170,84,2012-12-14 15:11
204,414,109,17,2012-12-14 15:19
424,1692,115,37,2012-12-14 15:20
10,1674,153,74,2012-12-14 15:22
345,1663,172,38,2012-12-14 15:34
403,2425,53,63,2012-12-14 15:39
10,810,122,74,2012-12-14 15:54
604,1576,11,79,2012-12-14 16:05
10,2498,142,74,2012-12-14 17:09
58,322,54,84,2012-12-14 17:31
403,2425,53,63,2012-12-14 17:44
403,1179,20,63,2012-12-14 17:44
131,634,5,67,2012-12-14 17:59
242,1159,135,84,2012-12-14 18:29
308,1521,162,43,2012-12-14 18:48
24,1264,156,38,2012-12-14 18:59
24,2757,153,60,2012-12-14 19:01
24,2479,72,60,2012-12-14 19:01
403,839,63,63,2012-12-14 19:11
10,626,55,84,2012-12-14 19:34
278,2318,153,86,2012-12-14 19:41
550,2182,112,56,2012-12-14 19:49
204,1281,15,17,2012-12-14 19:55
204,1803,171,17,2012-12-14 19:55
75,513,156,72,2012-12-14 20:01
104,728,171,23,2012-12-14 20:09
729,2287,122,84,2012-12-14 20:45
34,626,55,84,2012-12-14 20:50
75,1582,156,84,2012-12-14 21:01
509,626,55,84,2012-12-14 21:02
75,626,55,84,2012-12-14 21:02
345,1870,153,5,2012-12-14 21:14
104,1543,174,23,2012-12-14 21:15
403,1179,20,63,2012-12-14 21:16
24,1264,156,38,2012-12-14 21:22
714,795,5,69,2012-12-14 21:35
359,1920,67,41,2012-12-14 21:39
10,1582,156,84,2012-12-14 21:39
104,2289,106,23,2012-12-14 22:08
34,2106,55,84,2012-12-14 22:18
729,629,122,41,2012-12-14 22:30
783,626,55,84,2012-12-14 22:49
57,334,54,45,2012-12-14 22:56
712,2065,174,37,2012-12-14 23:19
104,1328,99,23,2012-12-14 23:24
741,2132,16,46,2012-12-14 23:29
403,2425,53,63,2012-12-15 00:02
403,1179,20,63,2012-12-15 00:03
403,1260,60,63,2012-12-15 00:03
403,1179,20,63,2012-12-15 00:03
729,2196,114,38,2012-12-15 00:15
242,1159,135,84,2012-12-15 00:23
56,1367,5,41,2012-12-15 00:28
727,610,172,84,2012-12-15 00:37
563,454,110,86,2012-12-15 00:49
424,2283,5,37,2012-12-15 01:00
712,1214,135,37,2012-12-15 01:08
417,219,135,86,2012-12-15 01:15
204,2151,127,54,2012-12-15 01:24
204,1279,113,54,2012-12-15 01:25
403,839,63,63,2012-12-15 01:36
403,693,74,63,2012-12-15 01:37
204,1760,110,54,2012-12-15 01:37
403,2616,122,63,2012-12-15 01:37
204,2706,113,54,2012-12-15 01:37
403,2721,160,63,2012-12-15 01:38
10,1201,162,74,2012-12-15 02:10
10,801,135,74,2012-12-15 02:16
403,580,63,63,2012-12-15 02:23
729,2522,94,84,2012-12-15 02:30
75,661,65,84,2012-12-15 02:55
403,580,63,63,2012-12-15 03:07
788,394,110,86,2012-12-15 05:43
788,1681,156,86,2012-12-15 05:50
788,449,156,86,2012-12-15 05:50
308,1521,162,43,2012-12-15 05:54
30,509,106,51,2012-12-15 06:39
555,101,174,38,2012-12-15 07:16
509,531,156,48,2012-12-15 07:39
403,839,63,63,2012-12-15 08:07
403,1260,60,63,2012-12-15 08:08
403,2091,110,63,2012-12-15 08:08
403,693,74,63,2012-12-15 08:09
785,1870,153,5,2012-12-15 08:44
75,1582,156,84,2012-12-15 08:48
142,2562,5,19,2012-12-15 09:19
729,2522,94,84,2012-12-15 09:30
741,51,5,70,2012-12-15 09:43
278,113,67,41,2012-12-15 09:52
741,1574,39,84,2012-12-15 10:03
104,2619,94,23,2012-12-15 11:05
788,347,156,17,2012-12-15 11:27
788,2347,11,17,2012-12-15 11:27
788,2146,54,17,2012-12-15 11:27
204,1310,5,48,2012-12-15 11:37
104,2289,106,23,2012-12-15 12:16
10,1476,63,74,2012-12-15 13:05
403,839,63,63,2012-12-15 14:10
403,1179,20,63,2012-12-15 14:11
424,1903,115,37,2012-12-15 14:11
403,373,32,63,2012-12-15 14:12
104,485,171,23,2012-12-15 14:17
424,539,115,37,2012-12-15 14:30
424,2283,5,37,2012-12-15 14:50
204,2601,110,48,2012-12-15 14:58
204,2448,113,48,2012-12-15 15:00
32,2302,5,86,2012-12-15 15:02
560,1590,174,38,2012-12-15 15:44
727,1574,39,84,2012-12-15 15:47
142,2360,127,46,2012-12-15 15:59
142,304,132,19,2012-12-15 16:24
757,1881,154,80,2012-12-15 16:58
757,272,174,80,2012-12-15 16:58
757,954,171,80,2012-12-15 16:59
457,2467,35,70,2012-12-15 17:02
82,689,5,52,2012-12-15 17:05
712,2686,72,86,2012-12-15 17:24
199,609,5,62,2012-12-15 17:31
199,2773,5,62,2012-12-15 17:31
92,1869,153,48,2012-12-15 17:32
92,2044,5,48,2012-12-15 17:32
204,2151,127,54,2012-12-15 17:43
204,798,32,54,2012-12-15 17:44
104,1074,122,23,2012-12-15 17:47
712,304,132,19,2012-12-15 17:56
597,1920,67,41,2012-12-15 18:01
403,2760,95,63,2012-12-15 18:23
424,1903,115,37,2012-12-15 18:28
98,835,134,81,2012-12-15 18:33
98,436,43,81,2012-12-15 18:33
597,1231,5,17,2012-12-15 18:40
104,2289,106,23,2012-12-15 19:03
729,446,122,38,2012-12-15 19:30
75,513,156,72,2012-12-15 20:05
98,835,134,81,2012-12-15 20:11
714,795,5,69,2012-12-15 20:33
345,1722,156,38,2012-12-15 20:36
104,2242,13,23,2012-12-15 21:37
525,1380,5,43,2012-12-15 22:16
563,1878,171,86,2012-12-15 22:25
563,454,110,86,2012-12-15 22:30
757,1881,154,80,2012-12-15 22:35
757,272,174,80,2012-12-15 22:35
563,1155,5,86,2012-12-15 22:46
803,180,103,50,2012-12-15 22:52
560,658,72,84,2012-12-15 22:54
160,1386,60,25,2012-12-15 23:13
104,643,163,23,2012-12-15 23:32
346,2391,122,81,2012-12-15 23:41
104,1328,99,23,2012-12-16 00:12
428,2364,5,65,2012-12-16 00:25
717,101,174,38,2012-12-16 00:42
104,2619,94,23,2012-12-16 00:45
717,1590,174,38,2012-12-16 00:52
417,1574,39,84,2012-12-16 00:59
75,626,55,84,2012-12-16 01:02
57,462,132,45,2012-12-16 02:00
473,1785,122,52,2012-12-16 02:44
10,1874,63,74,2012-12-16 02:59
417,219,135,86,2012-12-16 03:07
417,1456,153,86,2012-12-16 03:08
803,180,103,50,2012-12-16 03:09
10,2123,110,74,2012-12-16 03:24
10,801,135,74,2012-12-16 03:30
403,580,63,63,2012-12-16 03:34
403,1179,20,63,2012-12-16 03:34
204,1760,110,54,2012-12-16 04:14
204,2706,113,54,2012-12-16 04:19
403,1179,20,63,2012-12-16 06:51
403,2760,95,63,2012-12-16 06:52
403,2425,53,63,2012-12-16 06:53
403,839,63,63,2012-12-16 06:53
308,1521,162,43,2012-12-16 06:54
159,2455,54,38,2012-12-16 08:27
785,1870,153,5,2012-12-16 08:27
555,101,174,38,2012-12-16 08:43
490,2372,5,78,2012-12-16 08:50
98,835,134,81,2012-12-16 09:12
729,2522,94,84,2012-12-16 09:30
803,180,103,50,2012-12-16 09:33
242,1159,135,84,2012-12-16 10:32
104,2783,94,23,2012-12-16 11:05
92,1869,153,48,2012-12-16 11:05
92,2739,156,48,2012-12-16 11:05
783,890,5,54,2012-12-16 11:20
163,877,120,53,2012-12-16 11:32
204,1310,5,48,2012-12-16 11:35
204,2680,5,48,2012-12-16 11:51
204,2158,162,48,2012-12-16 11:54
204,2448,113,48,2012-12-16 11:54
92,847,171,84,2012-12-16 12:02
92,949,170,84,2012-12-16 12:06
204,1760,110,54,2012-12-16 12:08
204,2151,127,54,2012-12-16 12:35
204,798,32,54,2012-12-16 12:36
204,2741,110,54,2012-12-16 12:48
597,1231,5,17,2012-12-16 12:57
43,626,55,84,2012-12-16 13:00
714,795,5,69,2012-12-16 13:10
10,1476,63,74,2012-12-16 13:43
604,1576,11,79,2012-12-16 13:46
424,2283,5,37,2012-12-16 13:46
424,1903,115,37,2012-12-16 13:47
10,1968,110,74,2012-12-16 13:54
43,662,94,84,2012-12-16 14:00
457,1700,5,70,2012-12-16 14:22
142,2562,5,19,2012-12-16 14:49
428,2364,5,65,2012-12-16 15:20
104,276,127,23,2012-12-16 17:13
457,2467,35,70,2012-12-16 17:52
403,839,63,63,2012-12-16 18:02
403,373,32,63,2012-12-16 18:02
403,2721,160,63,2012-12-16 18:04
403,404,20,63,2012-12-16 18:05
403,2616,122,63,2012-12-16 18:08
163,877,120,53,2012-12-16 18:09
98,436,43,81,2012-12-16 18:23
563,1878,171,86,2012-12-16 18:33
199,2773,5,62,2012-12-16 18:41
168,190,170,18,2012-12-16 19:05
729,446,122,38,2012-12-16 19:30
75,1871,54,81,2012-12-16 19:50
75,513,156,72,2012-12-16 20:04
32,2302,5,86,2012-12-16 20:27
24,1191,156,34,2012-12-16 20:34
426,1869,153,48,2012-12-16 20:38
417,219,135,86,2012-12-16 20:41
563,1155,5,86,2012-12-16 20:41
729,2287,122,84,2012-12-16 20:45
428,2364,5,65,2012-12-16 20:58
75,661,65,84,2012-12-16 21:00
24,2479,72,60,2012-12-16 21:53
92,2044,5,48,2012-12-16 21:59
142,2562,5,19,2012-12-16 22:02
509,1658,153,48,2012-12-16 22:05
509,1221,5,48,2012-12-16 22:05
57,462,132,45,2012-12-16 22:10
729,629,122,41,2012-12-16 22:30
199,2773,5,62,2012-12-16 22:36
104,1328,99,23,2012-12-16 22:37
424,1692,115,37,2012-12-16 22:54
727,675,5,25,2012-12-16 23:05
741,51,5,70,2012-12-17 00:42
457,1700,5,70,2012-12-17 00:44
473,1785,122,52,2012-12-17 01:15
424,2283,5,37,2012-12-17 01:27
104,2619,94,23,2012-12-17 01:31
346,2391,122,81,2012-12-17 01:37
403,373,32,63,2012-12-17 01:40
403,674,74,63,2012-12-17 01:43
104,2242,13,23,2012-12-17 02:17
729,2522,94,84,2012-12-17 02:30
346,194,110,86,2012-12-17 05:30
308,1521,162,43,2012-12-17 05:40
788,394,110,86,2012-12-17 05:41
788,1681,156,86,2012-12-17 05:41
788,449,156,86,2012-12-17 05:41
168,190,170,18,2012-12-17 05:44
168,2261,171,9,2012-12-17 05:44
346,1819,5,86,2012-12-17 05:45
10,1965,93,74,2012-12-17 05:50
24,1550,156,5,2012-12-17 06:44
24,2479,72,60,2012-12-17 06:49
30,509,106,51,2012-12-17 06:50
24,2757,153,60,2012-12-17 06:50
741,51,5,70,2012-12-17 06:58
371,2341,72,6,2012-12-17 06:58
403,1260,60,63,2012-12-17 06:59
403,2091,110,63,2012-12-17 06:59
403,1179,20,63,2012-12-17 07:00
403,2091,110,63,2012-12-17 07:00
403,2211,20,63,2012-12-17 07:01
403,373,32,63,2012-12-17 07:02
403,2616,122,63,2012-12-17 07:03
159,2455,54,38,2012-12-17 07:16
509,531,156,48,2012-12-17 07:16
555,101,174,38,2012-12-17 07:20
104,415,54,23,2012-12-17 07:41
371,2704,54,38,2012-12-17 07:52
24,2321,72,34,2012-12-17 07:55
597,1231,5,17,2012-12-17 08:00
803,180,103,50,2012-12-17 08:02
24,1191,156,34,2012-12-17 08:02
75,661,65,84,2012-12-17 08:11
160,2122,87,3,2012-12-17 08:13
217,1239,54,17,2012-12-17 08:15
785,1264,156,38,2012-12-17 08:23
215,1578,5,84,2012-12-17 08:34
714,2712,88,56,2012-12-17 08:37
550,1596,87,17,2012-12-17 08:39
550,70,54,17,2012-12-17 08:41
727,770,156,25,2012-12-17 08:42
788,347,156,17,2012-12-17 08:48
788,2146,54,17,2012-12-17 08:49
92,2739,156,48,2012-12-17 08:52
34,2438,9,28,2012-12-17 09:04
597,530,54,33,2012-12-17 09:06
75,513,156,72,2012-12-17 09:08
604,1576,11,79,2012-12-17 09:29
92,160,153,84,2012-12-17 09:49
104,643,163,23,2012-12-17 09:50
92,949,170,84,2012-12-17 09:54
131,732,136,28,2012-12-17 10:02
426,196,87,84,2012-12-17 10:34
281,1303,94,84,2012-12-17 10:52
199,2773,5,62,2012-12-17 10:59
199,609,5,62,2012-12-17 11:00
10,1476,63,74,2012-12-17 11:38
10,1189,137,74,2012-12-17 11:41
424,539,115,37,2012-12-17 12:02
204,632,5,48,2012-12-17 12:41
204,2680,5,48,2012-12-17 12:51
204,2601,110,48,2012-12-17 12:52
204,2158,162,48,2012-12-17 12:53
204,2303,156,48,2012-12-17 12:54
43,626,55,84,2012-12-17 13:00
43,1282,142,86,2012-12-17 13:40
43,662,94,84,2012-12-17 14:00
204,1803,171,17,2012-12-17 14:14
104,200,39,23,2012-12-17 14:22
525,1802,13,43,2012-12-17 14:54
204,414,109,17,2012-12-17 14:59
204,2169,54,17,2012-12-17 15:00
92,949,170,84,2012-12-17 15:30
142,2360,127,46,2012-12-17 16:35
371,296,156,38,2012-12-17 16:39
509,347,156,17,2012-12-17 16:59
371,2307,106,6,2012-12-17 17:16
371,1814,55,6,2012-12-17 17:16
160,1386,60,25,2012-12-17 17:26
382,610,172,84,2012-12-17 17:34
509,626,55,84,2012-12-17 17:43
215,350,11,84,2012-12-17 17:53
403,693,74,63,2012-12-17 17:56
186,1362,156,74,2012-12-17 17:56
10,810,122,74,2012-12-17 18:02
10,1965,93,74,2012-12-17 18:12
717,2460,72,84,2012-12-17 18:54
717,2776,174,84,2012-12-17 18:55
717,2101,174,84,2012-12-17 18:55
717,2577,55,84,2012-12-17 18:56
717,262,127,84,2012-12-17 18:57
273,280,11,4,2012-12-17 19:03
273,2780,170,4,2012-12-17 19:04
130,1490,5,33,2012-12-17 19:04
741,2450,156,81,2012-12-17 19:46
757,272,174,80,2012-12-17 19:51
757,954,171,80,2012-12-17 19:52
717,356,34,38,2012-12-17 20:02
204,2753,156,17,2012-12-17 20:06
204,2582,72,17,2012-12-17 20:07
741,2132,16,46,2012-12-17 20:11
104,1072,122,23,2012-12-17 20:14
204,2151,127,54,2012-12-17 20:25
204,798,32,54,2012-12-17 20:25
204,1990,137,54,2012-12-17 20:26
204,2741,110,54,2012-12-17 20:27
509,1582,156,84,2012-12-17 20:55
199,2773,5,62,2012-12-17 21:00
104,2481,87,23,2012-12-17 21:10
346,1819,5,86,2012-12-17 21:21
242,1159,135,84,2012-12-17 21:33
803,180,103,50,2012-12-17 21:58
509,1221,5,48,2012-12-17 22:23
278,2403,30,28,2012-12-17 23:26
131,634,5,67,2012-12-17 23:42
204,1279,113,54,2012-12-18 00:03
204,2706,113,54,2012-12-18 00:19
10,1201,162,74,2012-12-18 02:40
10,801,135,74,2012-12-18 02:42
10,2123,110,74,2012-12-18 03:11
615,1984,9,40,2012-12-18 03:20
788,2347,11,17,2012-12-18 04:05
788,2146,54,17,2012-12-18 04:07
24,1191,156,34,2012-12-18 05:02
24,2321,72,34,2012-12-18 05:05
555,101,174,38,2012-12-18 05:14
346,194,110,86,2012-12-18 05:46
168,2261,171,9,2012-12-18 06:11
168,190,170,18,2012-12-18 06:11
104,415,54,23,2012-12-18 06:17
24,2757,153,60,2012-12-18 06:23
24,1550,156,5,2012-12-18 06:26
490,2372,5,78,2012-12-18 06:33
104,728,171,23,2012-12-18 06:49
788,449,156,86,2012-12-18 07:00
788,1681,156,86,2012-12-18 07:01
371,2341,72,6,2012-12-18 07:02
403,2425,53,63,2012-12-18 07:09
159,2455,54,38,2012-12-18 07:10
597,1231,5,17,2012-12-18 07:28
104,2289,106,23,2012-12-18 07:33
785,1870,153,5,2012-12-18 07:45
371,2704,54,38,2012-12-18 07:52
160,2122,87,3,2012-12-18 07:54
741,51,5,70,2012-12-18 07:56
217,1904,72,17,2012-12-18 07:59
612,647,135,43,2012-12-18 08:03
36,139,156,84,2012-12-18 08:08
785,1264,156,38,2012-12-18 08:21
785,401,81,38,2012-12-18 08:22
34,1930,122,67,2012-12-18 08:29
142,2776,174,84,2012-12-18 08:34
785,1315,153,84,2012-12-18 08:38
281,1303,94,84,2012-12-18 09:04
550,70,54,17,2012-12-18 09:07
104,485,171,23,2012-12-18 09:14
345,1663,172,38,2012-12-18 09:26
215,1578,5,84,2012-12-18 09:26
729,2522,94,84,2012-12-18 09:30
98,436,43,81,2012-12-18 09:52
98,284,135,81,2012-12-18 09:53
424,1903,115,37,2012-12-18 10:15
34,1212,9,28,2012-12-18 11:04
92,2739,156,48,2012-12-18 11:16
104,2783,94,23,2012-12-18 11:19
10,1476,63,74,2012-12-18 11:21
10,1968,110,74,2012-12-18 11:28
104,2619,94,23,2012-12-18 12:00
199,609,5,62,2012-12-18 12:03
783,944,5,54,2012-12-18 12:16
204,2689,20,48,2012-12-18 12:50
204,2680,5,48,2012-12-18 12:51
204,2601,110,48,2012-12-18 12:53
204,2448,113,48,2012-12-18 12:54
345,1456,153,86,2012-12-18 12:55
204,2303,156,48,2012-12-18 12:56
43,1631,135,84,2012-12-18 13:10
403,2425,53,63,2012-12-18 13:34
403,1260,60,63,2012-12-18 13:34
403,2091,110,63,2012-12-18 13:35
204,1803,171,17,2012-12-18 13:37
24,1550,156,5,2012-12-18 13:38
43,1282,142,86,2012-12-18 13:40
24,1264,156,38,2012-12-18 14:11
729,356,34,38,2012-12-18 14:15
525,1380,5,43,2012-12-18 14:20
457,1700,5,70,2012-12-18 14:23
346,325,5,86,2012-12-18 14:31
142,2562,5,19,2012-12-18 15:01
525,1802,13,43,2012-12-18 15:15
62,223,5,52,2012-12-18 15:43
597,530,54,33,2012-12-18 15:45
104,1072,122,23,2012-12-18 16:06
273,280,11,4,2012-12-18 16:50
131,198,126,23,2012-12-18 17:15
32,2302,5,86,2012-12-18 17:52
278,791,27,84,2012-12-18 17:53
130,1490,5,33,2012-12-18 18:09
75,661,65,84,2012-12-18 18:11
426,2662,48,84,2012-12-18 18:27
403,2721,160,63,2012-12-18 18:32
403,674,74,63,2012-12-18 18:34
656,1385,5,81,2012-12-18 18:39
727,2390,135,86,2012-12-18 18:40
217,278,87,84,2012-12-18 19:05
417,2686,72,86,2012-12-18 19:09
331,2089,5,13,2012-12-18 19:14
729,2340,99,38,2012-12-18 19:15
32,2302,5,86,2012-12-18 19:30
803,2261,171,9,2012-12-18 19:32
525,1380,5,43,2012-12-18 19:39
278,2318,153,86,2012-12-18 19:39
727,675,5,25,2012-12-18 19:42
757,954,171,80,2012-12-18 19:48
204,504,156,17,2012-12-18 19:57
757,1881,154,80,2012-12-18 20:13
331,2089,5,13,2012-12-18 20:20
204,1990,137,54,2012-12-18 20:25
555,101,174,38,2012-12-18 20:25
204,2741,110,54,2012-12-18 20:26
249,600,153,25,2012-12-18 20:36
131,634,5,67,2012-12-18 20:45
32,2302,5,86,2012-12-18 21:01
467,2155,5,9,2012-12-18 21:38
345,1722,156,38,2012-12-18 21:55
92,2739,156,48,2012-12-18 22:06
92,1869,153,48,2012-12-18 22:06
509,347,156,17,2012-12-18 22:16
714,795,5,69,2012-12-18 22:20
509,1658,153,48,2012-12-18 22:38
345,1870,153,5,2012-12-18 22:40
788,2347,11,17,2012-12-18 22:45
199,609,5,62,2012-12-18 23:01
615,564,9,40,2012-12-18 23:20
269,2281,134,56,2012-12-18 23:43
382,194,110,86,2012-12-18 23:53
104,2524,5,23,2012-12-19 00:09
98,835,134,81,2012-12-19 00:22
98,436,43,81,2012-12-19 00:23
98,284,135,81,2012-12-19 00:23
204,2151,127,54,2012-12-19 00:31
204,1279,113,54,2012-12-19 00:32
204,1760,110,54,2012-12-19 00:50
204,2706,113,54,2012-12-19 00:50
75,661,65,84,2012-12-19 01:30
382,325,5,86,2012-12-19 02:07
10,810,122,74,2012-12-19 03:11
615,663,58,40,2012-12-19 03:21
