Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
2440,[687],5,15,"[21, 4, 3, 22, 10, 14, 1, 17, 13, 12, 23, 15, 19, 9, 7]","[2440, 1412, 1852, 1013, 796, 830, 2045, 1655, 2360, 823, 2756]","[2440, 1412, 796, 1013, 823, 2045, 1655, 1852, 2360, 830]"
2441,"[698, 541, 816, 582, 14, 52, 637, 532, 513, 707, 610, 282, 28]",139,38,"[6, 13, 7, 11, 10, 20, 16, 9, 12, 23, 8, 5, 18, 17, 0, 1]","[2441, 1996, 761, 1650, 562, 762, 1642, 553, 2079, 742, 1559, 2577, 1220, 960, 1161, 519, 1778, 1633, 703, 1572, 1497, 2401, 101, 2075, 235, 2382, 658, 2064, 799, 626, 1947]","[2441, 1996, 761, 1650, 562, 2079, 1559, 1220, 1161, 1778, 703, 1497, 762, 101, 1642, 2382, 626]"
2442,"[546, 419, 307]",122,38,"[2, 3, 21]","[2499, 127, 2442, 2293, 1264, 1590, 958, 462, 1302, 2167]","[127, 2499, 1264, 1590, 958, 2442, 462]"
2443,"[587, 37, 595]",71,84,"[18, 19, 5, 6, 7, 23, 8, 21]","[659, 892, 105, 178, 1286, 2012, 1445, 1125, 655, 2662]","[659, 892, 2012, 1445, 1125, 655, 178, 105]"
2444,[797],120,60,"[19, 20, 12, 11, 18, 8, 9, 13, 14, 10, 17, 16]","[2253, 122, 2693, 2301, 2444, 345, 2188, 1111, 963, 2571]","[2253, 2693, 122, 2301, 2444, 345, 2188, 963]"
2445,"[409, 652, 46, 636, 465, 52, 421, 484, 797, 25]",174,38,"[21, 15, 20, 19, 8, 14, 0, 23]","[122, 764, 128, 1676, 2398, 2693, 754, 2164, 1850, 2118, 2252, 2579, 2563, 658, 2596, 39, 1396, 101]","[122, 2164, 2118, 2252, 2563, 764, 128, 1676, 39, 1396, 2398, 2693]"
2446,"[537, 306, 364, 581, 78, 118, 217]",140,38,"[12, 2, 19, 17, 18, 0, 14]","[788, 2662, 101, 2735, 2413, 304, 2461, 172, 2172, 2146, 2434, 1528, 2577]","[788, 2735, 304, 172, 2434, 1528, 2577]"
2447,"[311, 619]",54,17,"[9, 1, 16, 10, 8]","[1807, 315, 2334, 1742, 1967, 2449]","[1807, 315, 2334, 1742, 2449]"
2448,"[204, 773]",113,48,"[12, 16, 14, 15, 17, 18, 11, 10, 19, 13, 9, 6, 20]","[2680, 2303, 2158, 2601, 504, 2131, 1760, 1310, 1803, 2689, 632, 798, 2448, 2151, 1205, 505, 1087, 1476, 2238, 2698]","[2303, 504, 2131, 1760, 1803, 798, 2151, 1205, 1310, 2448, 2680, 2689, 1476, 2238, 2698]"
2449,[619],5,38,"[0, 7, 6, 5, 1, 8, 4, 2, 11, 23, 17, 21, 9, 3, 19, 22]","[1948, 2717, 2785, 2449, 2426, 1922, 2453, 1913, 1845, 590, 1094, 2121, 1885, 2338, 2332, 1812, 492, 2258, 2447, 32, 1967, 1590, 1373, 1341, 589, 2772, 975, 1573, 764, 2484]","[1948, 2717, 2785, 2453, 2449, 2426, 1913, 1922, 2338, 590, 1885, 2121, 1373, 1094, 1573, 2484]"
2450,"[761, 21, 587, 815, 539, 49, 342, 489, 666, 135, 809, 194, 339, 805, 741, 347, 75, 8, 173, 790, 213, 185, 807, 257, 352, 98]",156,81,"[18, 11, 12, 7, 10, 13, 17, 15, 8, 9, 14, 19, 3, 16, 1, 20, 5, 6, 22, 2, 0, 21]","[1615, 379, 2450, 1691, 439, 1721, 19, 2612, 2132, 51, 1505, 2756, 2202, 2417, 1677, 1928, 1264, 399, 906, 1429, 1017, 286, 1652, 2663, 1466, 1442, 284, 2360, 1503, 1464, 374, 1161, 522, 2460, 1590, 1655, 903, 378, 1306, 463, 2126, 1294, 2772, 916, 1582, 2658, 2198, 2573, 1317, 534, 548, 1871, 2583, 1168, 436, 610, 2516, 1840, 924, 1532, 2027, 2248, 1431, 1667, 1482, 905, 1268, 115, 2613, 932, 2627, 423, 767, 2657, 1603, 1607, 101, 2753, 1553, 347, 2355, 2600, 39, 2653, 1775, 895, 1052]","[379, 1691, 2450, 1615, 1721, 2132, 1505, 439, 2202, 399, 1017, 19, 1677, 1442, 1503, 1464, 906, 374, 1161, 2612, 1590, 1264, 378, 51, 463, 1652, 916, 2658, 534, 1871, 1168, 436, 610, 2360, 924, 1429, 522, 1431, 1482, 1268, 115, 932, 2756, 423, 2657, 1607, 903, 2753, 286, 1306, 2126, 895, 1294, 1928, 2663, 2417, 1466, 2460]"
2451,"[3, 421, 629]",72,64,"[12, 8, 7, 18, 17, 19]","[1207, 2516, 207, 658, 2337, 513]","[1207, 2516, 207, 658]"
2452,"[788, 708, 556, 245, 529, 528, 597, 509, 533, 794, 591, 466, 339, 624, 75, 650, 727, 382]",156,86,"[8, 12, 20, 10, 21, 22, 17, 18, 19, 23, 16, 15, 2, 14, 6, 11, 4, 7, 9]","[2645, 2452, 658, 1369, 133, 879, 769, 1923, 1914, 1264, 93, 39, 1646, 1788, 1393, 1095, 1681, 347, 1645, 1216, 2045, 1956, 770, 531, 1221, 2754, 158, 1653, 83, 1029, 2027, 212, 1456, 1463, 460, 2196, 2547, 1303, 1262, 1191, 2673, 829, 936, 1419, 1005, 1097, 313, 2617, 675, 2146, 763, 2001, 2347, 2556, 911]","[2645, 2452, 1369, 658, 1646, 1393, 879, 769, 1681, 1923, 1216, 1914, 770, 1264, 93, 1221, 2754, 158, 1653, 39, 1029, 2027, 2196, 1303, 2673, 829, 133, 936, 1095, 1005, 313, 675, 347, 2347, 911]"
2453,[619],164,38,"[19, 16, 23, 12, 20, 5, 6, 3, 13, 21, 7, 2, 10, 11, 1, 14, 9, 15, 18, 0, 8]","[2785, 492, 1885, 2338, 2426, 2449, 1094, 1845, 2717, 1948, 749, 1573, 2484, 1373, 1967, 1922, 1084, 216, 1812, 960, 1121, 958]","[1885, 2426, 1948, 492, 749, 2717, 2785, 1573, 1094, 1373, 1967, 2338, 1922, 1084, 216, 960, 958, 1845, 2449]"
2454,"[422, 423, 13, 168]",170,9,"[20, 13, 17, 16, 21, 15, 7, 6, 19, 8, 11]","[190, 106, 2454, 2422, 2261, 995, 1501, 2185, 1337, 1243, 2187, 2295, 858, 1430]","[190, 995, 106, 2454, 2261, 2422, 2185, 1337, 1501, 1243, 2187, 2295, 858]"
2455,"[159, 248]",54,38,"[7, 6, 9, 8, 15, 10, 12]","[2455, 1446, 945, 1453, 238, 2556, 553, 1242, 1763, 304, 2130, 1160]","[2455, 1446, 945, 1453, 238, 2556, 553, 2130, 1242, 1763, 1160]"
2456,"[329, 237]",54,84,"[9, 10, 13, 15, 14, 16, 8]","[2456, 658, 886, 2468, 2678, 2556, 930, 2483, 2634, 1242, 365, 304, 1303, 1572, 1309]","[2456, 658, 886, 2483, 1242, 2468, 2678, 1303, 2556, 1309]"
2457,[98],92,84,"[13, 20, 15, 17, 7, 16, 11]","[731, 2394, 2536, 813, 2414, 544, 2022, 1718, 987, 1884, 2537, 1020, 2583, 2207, 626, 2357]","[731, 2394, 2536, 544, 1718, 813, 1884, 2537, 2583, 626]"
2458,[811],5,83,"[5, 10, 7, 2, 13, 8, 12, 19, 0]","[38, 395, 1365, 2458, 1347, 2502]","[395, 1365, 1347, 2458, 38]"
2459,"[90, 197, 131, 132, 243, 616, 724]",172,59,"[20, 16, 7, 10, 13, 15, 19, 14, 18, 9]","[634, 2459, 1240, 732, 714, 2227, 2279, 1665, 2328, 2378, 937, 2557, 198, 2782, 892, 158, 658, 2740, 771]","[1240, 634, 732, 2459, 2328, 937, 2557, 198, 892, 2227, 2279, 658, 771]"
2460,"[751, 634, 603, 563, 561, 478, 359, 96, 530, 650, 452, 574, 415, 600, 315, 86, 120, 245, 363, 314, 368, 431, 661, 502, 76, 779, 216, 742, 351, 289, 622, 469, 357, 708, 798, 578, 504, 264, 755, 75, 497, 522, 519, 300, 87, 471, 495, 42, 340, 189, 312, 169, 726, 183, 81, 30, 115, 9, 475, 508, 590, 466, 527, 805, 589, 108, 39, 364, 806, 192, 506, 800, 156, 141, 795, 608, 6, 221, 194, 224, 361, 441, 287, 656, 437, 614, 584, 568, 479, 621, 676, 178, 399, 465, 380, 373, 593, 693, 532, 591, 580, 655, 150, 812, 712, 105, 253, 771, 815, 82, 279, 675, 79, 550, 36, 417, 24, 509, 717, 286, 62, 638]",72,84,"[15, 16, 18, 21, 8, 9, 12, 20, 11, 17, 19, 13, 14, 7, 22, 6, 10, 0, 1, 23, 5, 4, 2, 3]","[2460, 2147, 2183, 2686, 533, 1512, 271, 591, 2600, 750, 827, 2776, 1214, 1164, 2746, 936, 2436, 2393, 1958, 1794, 2323, 317, 1582, 2326, 1506, 131, 1108, 974, 2065, 1114, 101, 2293, 1456, 1034, 1232, 2645, 658, 2168, 626, 2657, 648, 660, 1293, 77, 964, 2081, 261, 191, 2074, 809, 1181, 1290, 281, 775, 756, 2479, 970, 1325, 52, 1188, 1725, 1095, 83, 962, 1191, 1590, 2101, 199, 2167, 1777, 2759, 2024, 1052, 1955, 2450, 2007, 92, 2362, 57, 2260, 158, 991, 2516, 2756, 1653, 2681, 722, 1787, 1040, 1039, 2434, 945, 378, 26, 2036, 93, 1152, 527, 2232, 1681, 1774, 1721, 1273, 1344, 764, 2224, 2106, 892, 2754, 2333, 635, 1645, 691, 1991, 959, 2748, 292, 2097, 622, 1419, 1734, 335, 2755, 1453, 186, 547, 498, 515, 139, 1008, 223, 1615, 1871, 661, 55, 1274, 1622, 2710, 866, 2544, 2566, 1389, 303, 823, 1540, 1658, 62, 1519, 1309, 1985, 2487, 1693, 1079, 577, 1296, 2659, 1030, 159, 2636, 1258, 1789, 491, 814, 294, 901, 657, 2612, 2788, 952, 1705, 1541, 2610, 1822, 783, 2287, 1482, 758, 723, 1447, 2643, 2042, 1786, 804, 1341, 228, 2805, 556, 754, 1454, 309, 682, 613, 1920, 2528, 1205, 366, 1707, 111, 2464, 2435, 1230, 2268, 933, 2743, 2312, 1355, 379, 304, 2719, 2095, 1698, 627, 2398, 2250, 2767, 257, 2640, 1099, 1612, 522, 347, 2593, 332, 329, 1829, 2278, 1633, 1659, 1596, 1670, 2506, 365, 154, 1611, 50, 1155, 460, 570, 76, 183, 1689, 1944, 314, 1410, 127, 112, 888, 1170, 2474, 1276, 1826, 1728, 291, 1289, 1795, 1557, 2064, 1303, 1323, 621, 2728, 1385, 446, 129, 242, 2675, 84, 1326, 1847, 1484, 166, 1364, 1663, 2577, 208, 2035, 799, 2621, 1782, 1741, 2539, 2196, 855, 1362, 1165, 1360, 88, 455]","[2460, 2147, 2686, 2600, 271, 2183, 750, 533, 1164, 591, 1958, 2776, 2323, 2326, 2436, 2746, 1214, 1108, 1794, 1456, 2065, 2393, 317, 2168, 1506, 648, 827, 658, 77, 2081, 261, 101, 2293, 1181, 1290, 1034, 1512, 660, 1582, 756, 2167, 92, 2479, 158, 2516, 191, 1787, 1040, 2074, 378, 809, 26, 1152, 1114, 1293, 2645, 1273, 1344, 626, 1325, 959, 292, 1188, 1725, 622, 1453, 547, 1191, 515, 139, 1008, 1615, 661, 775, 1274, 1622, 131, 1389, 1777, 303, 1540, 1658, 62, 1309, 2487, 2024, 577, 2659, 1052, 159, 1955, 1258, 491, 657, 2450, 2362, 2788, 952, 1541, 2260, 1822, 783, 1482, 991, 723, 1653, 1447, 2042, 804, 228, 556, 309, 722, 1920, 1205, 2434, 111, 2435, 2268, 2743, 945, 379, 2036, 2719, 2095, 1698, 2232, 1681, 970, 2756, 2224, 2101, 2106, 2593, 332, 329, 1633, 1596, 1670, 2506, 50, 635, 1155, 76, 691, 1689, 314, 127, 2748, 888, 1728, 1289, 2097, 1795, 1557, 1323, 2728, 1385, 129, 2675, 84, 1847, 1419, 166, 1364, 1734, 83, 799, 1782, 2539, 855, 1360, 455]"
2461,"[181, 217, 596, 531]",11,84,"[10, 18, 15, 21, 19, 22, 9, 13, 20]","[2461, 1239, 2439, 151, 1856, 799, 2474, 1441, 2446, 172, 491, 1092, 1992, 2525, 1453, 991]","[2461, 1239, 2439, 799, 1441, 2446, 491, 151, 991]"
2462,"[122, 186]",54,84,"[8, 23]","[2755, 2105, 2462, 869, 1710]","[2105, 2755, 2462, 1710]"
2463,[190],5,25,"[19, 21, 9, 12, 20, 11, 17, 0, 1, 7, 4, 2, 22, 15, 14]","[2463, 1794, 2421, 1478, 453, 26, 446, 1104, 2564, 2556, 711, 1989, 1398, 2503, 2314, 626]","[2463, 1794, 2421, 453, 711, 1398, 26, 446, 1104, 626, 1478]"
2464,"[613, 495, 806, 9, 364, 499]",122,17,"[23, 18, 22, 1, 20, 21, 16, 19, 3]","[1146, 547, 186, 2464, 2715, 207, 1169, 1215, 2460, 1298, 2645, 1639, 1105, 26, 970, 1786]","[1146, 547, 186, 2460, 1298, 2464, 2715, 207, 26, 1169, 1786]"
2465,[228],162,34,"[18, 8, 21, 10]","[2077, 457, 1625, 2465]","[2077, 457, 1625, 2465]"
2466,[574],170,84,"[10, 15, 13, 14]","[76, 570, 576, 2095, 133, 626, 1795]","[76, 570, 133, 576]"
2467,"[750, 84, 497, 740, 457]",35,70,"[23, 16, 11, 19, 13, 15, 14, 17, 7, 20, 18, 10]","[1700, 1508, 305, 1415, 1130, 2467, 1344, 1345, 914, 2575, 1609, 288, 304, 658, 1563, 1602, 145, 717]","[1700, 1508, 305, 1344, 2575, 1130, 2467, 658, 717, 1345, 914]"
2468,"[493, 792, 329, 251, 53, 561, 627, 30, 404, 355, 599, 715, 164, 12]",63,84,"[16, 18, 20, 13, 21, 15, 14, 11, 12, 8, 17, 22]","[533, 1773, 2468, 853, 1160, 2512, 2456, 365, 2633, 1125, 472, 1065, 509, 498, 1263, 1325, 1085, 1409, 1303, 1572, 658, 1982, 1427, 692, 2606, 2776, 491, 1019, 460, 2556, 704]","[533, 1773, 2468, 1065, 853, 498, 1160, 1325, 2512, 1409, 1572, 2456, 1427, 2606, 365, 1019, 472, 1125]"
2469,"[680, 280]",5,7,"[18, 4, 19, 11, 1, 7, 5, 3, 20, 2, 10, 14, 17, 12]","[2469, 2620, 2152, 1012, 808, 1704, 2577, 2182, 925, 460, 1590, 101]","[2469, 2620, 2152, 1012, 808, 1704, 2577, 2182, 460]"
2470,"[283, 297, 156]",122,38,"[23, 22, 21, 19, 16]","[691, 939, 2470, 1030, 159, 1497, 1085, 2140, 1809, 983]","[691, 159, 939, 1085, 2470, 2140, 983]"
2471,[112],5,74,"[19, 7, 9, 6, 15, 13, 18, 21, 8, 17, 23, 20, 14, 12, 0]","[520, 998, 2471, 2420, 2295, 1647, 518, 2772, 97, 1398, 921, 22, 626, 1061, 1710]","[520, 2471, 998, 1647, 22, 1710]"
2472,"[335, 151, 174]",35,74,"[15, 0, 12, 13, 3, 21, 23, 20, 19, 18]","[68, 781, 79, 1088, 419, 1194, 2635, 1902, 1999, 913, 593, 2672, 1317, 402, 503, 2109]","[781, 68, 2635, 1999, 79, 593, 1088, 402, 2109]"
2473,"[90, 156, 566, 527, 342, 295, 245, 460, 313, 351, 573, 126]",127,49,"[11, 13, 15, 14, 17, 18, 12, 10]","[864, 2473, 1431, 658, 2138, 1101, 2101, 442, 2771, 2113, 2119, 401, 2594, 630, 1303, 1272, 1869]","[2473, 864, 2138, 1101, 442, 2771, 2119, 2594, 630, 1303, 1272, 1869]"
2474,"[559, 599, 596, 608, 563, 217, 610]",15,84,"[4, 23, 1, 21, 3, 10, 2, 13]","[1019, 1125, 1445, 1946, 702, 2461, 704, 892, 2681, 2124, 605, 2460, 220, 1182]","[1019, 2461, 892, 2681, 2124, 605, 1125, 2460, 1182]"
2475,"[151, 130, 338, 335, 597, 38, 561, 371]",127,28,"[1, 17, 9, 16, 22, 7, 13, 20]","[1643, 1088, 1728, 1490, 2748, 781, 1469, 2109, 2073, 133, 2704, 365, 533, 2672, 1231, 530, 1920]","[1088, 1728, 1643, 2748, 2109, 133, 533, 1920]"
2476,"[210, 144, 433, 165, 459]",9,88,"[23, 0, 6, 13, 2, 22, 11, 10, 7, 5, 1, 9, 15, 12]","[336, 2476, 1176, 456, 2790, 382, 329, 592, 1368, 2542, 2503, 1840, 2061, 829, 2662]","[336, 2476, 2503, 1176, 2061, 456, 2790, 382, 329, 592, 1368]"
2477,"[456, 392, 398, 690]",11,41,"[14, 22, 8, 17, 11, 13, 9, 18, 12, 10]","[1308, 1945, 4, 2477, 2319, 2310, 1293, 2573, 1318, 2692, 2564, 764, 234, 1238, 1765, 1172, 1124, 1256, 2309, 2523, 225, 424, 2276]","[1945, 4, 2310, 1308, 2477, 2564, 234, 1765, 1124, 2309, 2523, 2319, 2276]"
2478,"[411, 23, 294, 281, 36]",123,84,"[14, 20, 19, 10, 13, 15]","[1468, 345, 2745, 2644, 160, 815, 1283, 917, 2361, 1122, 1956, 2134, 1029, 1894, 542, 2427]","[2644, 815, 1283, 2745, 2361, 1122, 1956, 2134, 1029, 542]"
2479,"[547, 538, 783, 388, 336, 24, 286]",156,60,"[16, 15, 10, 18, 0, 13, 9, 6, 7, 5, 8, 22, 21, 19, 17, 14]","[1550, 2757, 1264, 2321, 1191, 2479, 2460, 1361, 1663, 2622, 2016, 1101, 754, 158, 160, 951, 1456, 1662, 517, 2561, 673, 1763, 351]","[1264, 2757, 1550, 1191, 2479, 2016, 1361, 1663, 2321, 2460, 160, 1456, 2622, 673, 351]"
2480,[141],24,84,"[9, 10, 11, 12]","[1931, 2659, 2030, 579, 1196, 1767, 192, 2625, 489, 448]","[2030, 579, 1196, 1767, 192, 2625, 1931, 448]"
2481,[104],87,23,"[1, 23, 6, 4, 15, 16, 0, 20, 21]","[1072, 728, 1543, 2481, 2524, 415, 2242, 2619, 200, 1074, 485, 276]","[415, 728, 2481, 2524, 200, 2242, 485, 1543, 1072]"
2482,"[191, 465, 631, 689, 45, 217, 355, 150, 159]",11,17,"[16, 18, 17, 15, 7, 12]","[2670, 843, 304, 1977, 39, 519, 1453, 945, 2662, 2270, 117, 1239, 1441, 2753, 2125, 1676, 2769, 1024]","[1977, 519, 945, 2662, 2270, 117, 1441, 1676, 1024, 843]"
2483,"[619, 237, 70, 58, 553, 14, 315, 591, 608, 230]",14,84,"[20, 13, 14, 12, 16, 10, 15, 17, 22]","[1908, 98, 584, 1022, 878, 2645, 2054, 1397, 2066, 886, 2456, 127, 101, 2270, 2315, 658, 340, 977, 2338]","[584, 878, 2054, 886, 101, 1908, 2315, 340, 2338]"
2484,[619],136,38,"[0, 23, 12, 22, 1, 14, 18, 10, 13, 16]","[1948, 2426, 2785, 1812, 2717, 1885, 2453, 2363, 1121, 2449, 2338, 1922]","[1948, 2453, 2426, 1121, 2785, 2717, 1812, 1922]"
2485,[107],122,17,"[19, 18, 20, 11, 12, 17, 10, 9, 8, 2, 22, 16]","[2223, 2485, 1565, 2192, 44, 1414, 424, 1849, 1526, 13, 1647]","[2223, 2192, 2485, 1414, 44, 1849, 1565, 1526, 424]"
2486,[89],5,4,"[19, 4, 17, 22, 23, 20, 0, 18, 11, 7, 14]","[2486, 1069, 1265, 2776, 101, 2101, 1377, 2692, 806, 655, 428, 1789, 262, 32, 1409]","[1069, 2486, 1265, 2692, 806, 2101, 101, 428, 32]"
2487,[108],54,38,"[9, 10, 15, 13, 11]","[762, 2082, 2805, 2487, 103, 2645, 775, 1012, 2460, 1670]","[762, 2082, 2487, 2645, 1012, 2805, 103]"
2488,"[300, 411, 165, 186, 334, 741, 408, 588]",171,19,"[19, 17, 11, 15, 0, 23, 7, 21, 18]","[658, 1447, 1840, 2738, 467, 1735, 2407, 1864, 696, 1670, 1655, 1503, 1956, 1122, 263, 740, 463, 51]","[1447, 2738, 1735, 1864, 1670, 1503, 1122, 740, 51]"
2489,"[272, 749, 525]",163,43,"[7, 9, 8, 10, 12, 18, 21, 6]","[2489, 1802, 842, 823, 255, 2731, 1118, 2574, 233, 1380, 1515, 833, 369]","[2489, 1802, 842, 823, 2731, 1118, 1380, 369]"
2490,"[128, 565, 451, 134, 133, 579, 622, 275, 92, 256, 369, 136, 230, 804]",132,45,"[6, 8, 9, 10, 18, 7, 11, 19, 13, 16, 23, 17, 12, 15, 20, 22, 21, 5]","[1670, 312, 1491, 2599, 2490, 790, 1837, 1395, 730, 1269, 2069, 2660, 787, 2318, 2398, 2544, 2314, 2230, 462, 1294, 1397, 1960, 2805, 930, 480, 971, 1145, 63]","[1670, 2599, 1491, 312, 1395, 2490, 1837, 2544, 790, 2314, 730, 1269, 2069, 1294, 1397, 2660, 2805, 480, 1145]"
2491,"[321, 367, 50, 420, 608, 642, 156, 378, 792, 355, 257, 380, 143]",51,84,"[19, 21, 22, 18, 12, 17, 13]","[1059, 1268, 1160, 2108, 937, 1566, 1416, 1030, 1880, 1790, 1318, 2145, 1293, 1362, 1083, 814, 72, 1797, 2776, 870, 1170, 1044, 123, 144, 704, 2631]","[1059, 2108, 1566, 1030, 1268, 1790, 2145, 1362, 814, 1797, 870, 1044, 144, 2631]"
2492,[787],173,58,"[21, 23, 19, 12, 13, 20, 18, 15]","[2313, 640, 2247, 2492, 2148, 2646, 1943, 1920, 165]","[640, 2313, 2492, 2148, 2247, 2646, 1943]"
2493,"[77, 609, 426]",129,84,"[8, 9, 7, 19]","[1293, 2245, 484, 892, 2682, 1697, 2596, 838, 1590, 1969, 2662, 441, 2719]","[2245, 484, 1293, 892, 2682, 1697, 2596, 838, 1590, 1969, 441, 2719]"
2494,"[682, 412, 217, 802, 84, 269]",15,15,"[0, 14, 22, 23, 15, 17, 9, 11, 19]","[1062, 1672, 1756, 830, 1757, 221, 2575, 1013, 1606, 2099]","[1062, 830, 1756, 1606, 1757, 1672]"
2495,[740],5,70,"[0, 22, 8, 10, 2, 1, 3, 23]","[145, 2545, 477, 894, 1461, 1934, 141, 1062, 1197, 2692, 378, 2564, 453, 2230, 549, 1075]","[145, 1062, 378, 141, 2564, 1197, 453, 2230, 2545, 549]"
2496,[446],170,86,"[16, 17]","[66, 2496, 1453]","[66, 2496, 1453]"
2497,"[733, 735, 158, 291]",115,38,"[15, 10, 14, 13, 16, 20, 8]","[2497, 1842, 1216, 1298, 2419, 2694, 1144, 2803, 114, 393, 1853, 1909, 1986, 1312, 2556]","[2497, 1842, 1298, 2694, 2803, 1853, 1986, 2556]"
2498,"[744, 10]",142,74,"[14, 12, 16, 19, 13, 17, 11, 1, 18, 15, 4, 8, 23, 10]","[1476, 1968, 1189, 810, 801, 1674, 1965, 2088, 857, 1874, 2123, 1201, 626, 464, 1032]","[1968, 1476, 1189, 810, 1674, 2088, 857, 1965, 1874, 1201, 626, 1032]"
2499,"[120, 419]",122,38,"[18, 10, 19, 20, 17, 21, 22]","[2442, 958, 2499, 1104, 1723, 1617, 855, 1910, 1302]","[2442, 855, 958, 1302, 2499, 1104, 1723]"
2500,"[152, 719, 254, 448, 681, 664, 508, 497]",132,19,"[6, 9, 7, 8, 12, 18, 19, 17, 10, 14]","[304, 844, 1688, 353, 555, 589, 618, 1453, 658, 1175, 1602, 1013, 2790, 1406, 687, 1693]","[304, 555, 1453, 1175, 1602, 1688, 353, 2790, 687]"
2501,[83],156,63,"[9, 10, 8, 16, 13, 7, 6]","[2501, 2753, 2698, 2036, 2398, 2270, 935, 1923]","[2501, 2753, 2398, 2270, 1923, 2698]"
2502,"[518, 587, 693, 464, 811, 619, 542, 498, 57]",132,45,"[6, 11, 5, 8, 15, 21, 17]","[1670, 462, 903, 2502, 754, 1989, 1005, 1865, 2520, 330, 1948, 1045, 1847, 1347, 2458]","[462, 1989, 1005, 2520, 330, 903, 1948, 1847, 2502, 2458]"
2503,"[96, 284, 591, 144, 783, 132, 190, 608, 36, 772]",48,62,"[21, 8, 10, 19, 17, 14, 16, 23, 15, 18, 13]","[1176, 2759, 2542, 2695, 2258, 610, 1604, 1728, 2476, 1485, 2463, 2551, 2178, 676, 2034, 1091, 1975, 1152, 1668, 599, 1873, 207]","[1176, 610, 2759, 1728, 2542, 2463, 2178, 2034, 1975, 1668, 599, 207]"
2504,[75],135,54,"[21, 18, 14, 13, 11, 23, 20, 22, 12, 0, 19, 9]","[1871, 850, 1848, 947, 2504, 756, 1585, 1165, 1291, 90, 207]","[1871, 850, 1165, 1848, 2504, 947]"
2505,[730],5,67,"[21, 23, 18, 19, 7, 17, 20, 16, 0, 4]","[397, 2505, 1750, 2170, 633]","[397, 2170, 2505, 1750, 633]"
2506,"[743, 703, 805, 102, 189, 186, 761, 561, 320, 788, 411, 339, 141]",156,84,"[17, 21, 20, 0, 18, 23, 13, 8, 14, 4, 15, 10]","[1708, 658, 533, 241, 1569, 1428, 1777, 126, 2755, 316, 467, 1830, 2350, 294, 99, 2527, 39, 2460, 757, 2570, 2136, 2217, 1582, 74, 2355, 2553, 2146, 347, 626, 2266, 612]","[1708, 533, 1428, 1777, 316, 658, 1830, 294, 39, 1569, 2217, 74, 2553, 347, 612]"
2507,[783],127,38,"[0, 8, 12, 23, 2, 20, 11]","[385, 850, 868, 207, 1829, 1848, 2270, 2273, 1470, 337, 351]","[385, 850, 2270, 2273, 1470, 1829, 337, 868]"
2508,"[449, 770]",170,38,"[7, 21, 9, 8]","[15, 2508, 321, 2540, 466, 627, 393]","[15, 2508, 2540, 627, 321]"
2509,[606],5,10,"[20, 21, 23, 19, 18, 17, 1, 0, 15, 2, 22]","[2781, 1056, 2041, 47, 2348, 1320]","[1056, 2041, 47, 1320, 2348]"
2510,[403],106,63,"[1, 22, 10, 16, 19, 21, 13, 11, 14, 23, 17]","[580, 2425, 1772, 1376, 289, 792, 373, 2416, 2186, 1570, 519, 2760, 404, 1260, 2091, 693, 839]","[580, 1772, 1376, 2186, 792, 519, 404, 2091, 693, 2425]"
2511,[61],110,86,"[0, 1, 6, 3, 2, 23, 22, 4]","[1203, 1664, 567, 1575, 1899, 1249, 653, 378, 2176]","[1203, 1664, 653]"
2512,[251],135,86,"[22, 15, 10, 20, 21, 7, 0, 18, 17, 16, 1, 19, 8, 23, 6, 14]","[1619, 2512, 1531, 299, 2178, 378, 840, 2556, 453, 2678, 2468, 711, 240, 1954, 2270, 2040, 99]","[1619, 2512, 299, 1531, 2178, 840, 378, 2556, 240, 453, 2678, 2468, 711]"
2513,[783],169,54,"[10, 8, 12, 11, 7, 16, 17, 9, 14]","[944, 1470, 890, 777, 243, 868, 1400, 385, 2513, 64, 337, 1109, 1232, 2314, 29, 2585, 2582]","[944, 243, 1470, 868, 385, 1400, 64, 337, 777, 1232, 29, 2585, 2513, 890]"
2514,"[88, 479, 680]",123,84,"[10, 11, 19, 16, 13, 18, 7, 15, 6, 14]","[1717, 2514, 267, 2750, 1532, 933, 2678, 1704, 2618]","[1717, 267, 2514, 1532, 2678, 2618]"
2515,[114],9,50,"[21, 20, 19, 1, 23, 22]","[2002, 1935, 2327, 2615]","[2002, 1935, 2327]"
2516,"[179, 186, 128, 497, 1, 300, 741, 206, 508, 560, 135, 339, 481, 3, 421, 629, 366]",72,54,"[11, 16, 14, 0, 13, 7, 20, 19, 17, 18, 23, 8, 22, 12, 21, 15]","[1207, 734, 658, 2667, 51, 1721, 807, 869, 2451, 2337, 2516, 1541, 1752, 1769, 1850, 2460, 740, 712, 1306, 2061, 1395, 1655, 906, 2450, 1023, 1447, 115, 2527, 2627, 1545, 1690, 346, 601, 664, 840, 49, 286]","[1207, 734, 2667, 1721, 2337, 1752, 1850, 658, 51, 1306, 2061, 1655, 2450, 2516, 1541, 1023, 1447, 2527, 2627, 1690, 346, 601, 840, 2451, 49, 286]"
2517,"[519, 640]",54,38,"[10, 9, 12, 13, 18]","[764, 2517, 2194, 1617, 1117, 1493, 1880, 976, 686, 1946, 532, 1744]","[764, 2517, 2194, 1617, 1117, 1493, 1880, 686, 1946, 1744]"
